Name;Value;Language
"ttc_ab__lc.catalog.image_control";"For display the size specified in the fields ""Categories list thumbnail width/height"" on admin panel page ""Settings"" - ""Thumbnails"" will be used. Size 32*32px will be used for displaying to the left";"ar"
"ttc_ab__lc.control_subcategory_structure.inherit_control";"If it is noted, then each point of a subcategory will be constructed taking into account its settings <b>AB: Management of the displayed structure of landing category/page</b> on <b>AB: Landing category/page</b> pages";"ar"
"ttc_ab__lc.control_subcategory_structure.menu_id";"Specify the menu ID which will be used for creation of the new structure of the subcategories";"ar"
"ttc_ab__lc.landing_category.landing";"The page of category will be displayed as a landing. Only subcategories, without products will be displayed";"ar"
"ttc_ab__lc.landing_category.subsubcategories";"The maximum amount of displayed sub-subcategories. If it is equal 0 - sub-subcategories won't be displayed";"ar"
"ttc_ab__search_motivation.default_search_phrases";"Will be used when fields in categories are empty";"ar"
"ttc_ab__search_motivation.search_phrases";"Input the list of expressions for this category; each expression should be written from a new line";"ar"
"ttc_addons.form_builder.email_subject_field";"يمكن استخدام حقول من نوع ""مربع اختيار"" أو ""حقل الإدخال""";"ar"
"ttc_hybrid_auth.linkedin_api_version";"LinkedIn <a target=""_blank"" href=""https://docs.microsoft.com/en-us/linkedin/consumer/integrations/self-serve/migration-faq?context=linkedin/consumer/context""> واجهة برمجة تطبيقات موقوفة v1 </a> ، ولكن التطبيقات القديمة ما زالت تستخدمه. إذا كنت تقوم بتكوين تطبيق LinkedIn لأول مرة الآن ، فاستخدم API v2. ربما لا تزال تطبيقات LinkedIn القديمة التي تم تكوينها منذ بعض الوقت تستخدم الإصدار 1.";"ar"
"ttc_ogone.sha_in";"تم تعيين عبارة مرور SHA-IN في لوحة إدارة Ingenico في علامة التبويب <b> التحقق من البيانات والأصل </ b>.";"ar"
"ttc_ogone_web.sha_out";"تم تعيين عبارة مرور SHA-OUT في لوحة إدارة Ingenico في علامة التبويب <b> ملاحظات المعاملة </ b>.";"ar"
"ttc_page_title";"عنوان الصفحة الذي يعرض في المتصفح.";"ar"
"ttc_popularity";"شعبية المنتج تبنى على عدد إضافة المنتج للسلّة وعدد مشاهدات المنتج وعدد مرات الشراء.";"ar"
"ttc_post_description";"استخدام &lt;!-قص--&gt; العلامة (التبديل إلى التعليمات البرمجية المصدر لإدراجه) لإخفاء جزء من الوظيفة. يظهر فقط الجزء أعلاه العلامة في قائمة جميع الوظائف. <br /><br /> تأكد من <strong> إغلاق كافة علامات HTML</strong> أعلاه &lt;!-قص--&gt; العلامة!";"ar"
"ttc_product_feature.feature_style";"يحدد مظهر هذه الميزة على صفحة المنتج.";"ar"
"ttc_product_feature.filter_style";"يحدد مظهر المرشح بواسطة هذه الميزة في قائمة المنتجات. تسهل المرشحات على العملاء العثور على منتج بقيمة الميزة المطلوبة. ستتمكن من إنشاء عامل تصفية بعد إنشاء ميزة.";"ar"
"ttc_product_feature.purpose";"يحدد كيف ستتمكن أنت وعملائك من استخدام هذه الميزة.";"ar"
"ttc_search_words";"أدخل بعض الكلمات هنا ، وسيظهر المنتج في نتائج البحث المدمج في هذه الكلمات ، حتى لو لم يكن اسم المنتج أو الوصف له. افصل بين كلمات البحث المختلفة بفواصل.";"ar"
"ttc_shippings.can.contract_id";"معرف العقد مطلوب للحصول على أسعار مخفضة للعملاء التجارية عندما يتم تحديد عدد العملاء. يجب حذف معرف العقد للحلول لأعضاء ""الشركات الصغيرة"" أو المستخدمين في قطاع الأعمال العام";"ar"
"ttc_shippings.can.customer_number";"مطلوب رقم العميل للعملاء التجارية وحلول للأعضاء في ""الأعمال التجارية الصغيرة"" للحصول على أسعار مخفضة في حالة الطرود يتم إرسالها بالبريد نيابة عن العملاء";"ar"
"ttc_shippings.can.option_cov";"قيمة المبلغ المطلوب";"ar"
"ttc_storefront_url";"كل اسماء دومينات واجهات الزوار يجب أن تكون موجهة لنفس عنوان الآي بي. ملاحظة: حول إلى ""كل المتاجر"" للتحرير";"ar"
"ttc_stores_status";"قيد التشغيل - واجهة المحل مفتوحة ؛ سيراه الجميع. OFF - واجهة المحل مغلقة ؛ فقط أولئك الذين لديهم مفتاح الوصول سيكونون قادرين على رؤيته.";"ar"
"ttc_vendor_debt_payout.payout_overdue_limit";"يتم سحب دفعات الخطط من رصيد حساب البائع. إذا كان الرصيد سلبيا بعد أخذ الرسوم ، وتنتهي هذه الفترة ، لن تسمح لجنة الإدارة للبائعين بأداء أي إجراءات حتى يدفع البائع الدين.";"ar"
"ttc_vendor_debt_payout.vendor_debt_limit";"عندما يكون رصيد أحد البائعين سالبًا ويصل إلى هذا الرقم ، لن تسمح لوحة الإدارة للبائع بتنفيذ أي إجراءات. عندما يكون الرصيد السالب للبائع نصف هذا الرقم ، سيشاهد البائع التحذير المحدد في متغير اللغة ""vendor_debt_payout.debt_near_limit_message"".";"ar"
"tts_activate_menu_tab_for";"عنصر القائمة سيتم عرضه نشط للمنطقة المعطاة.";"ar"
"tts_generate_submenu";"ستحتوي القائمة الفرعية على العناصر الفرعية من الهدف.";"ar"
"tts_link_text";"الرابط الهدف. من الممكن أن يكون رابط خارجي أو داخي أو منطقة.";"ar"
"tts_menu_user_class";"User-defined CSS class will be added to the menu item, so this will allow to define the menu item with its own CSS style.";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.friday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.monday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.nofollow";"It's recommended to use for external link (to another site) or link to non-indexing pages";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.position";"Banner position, which can be specified in the one way to:<br/><ul><li><code>7</code> - single position number</li><li><code>1,5,7,9</code> - numbers for several positions</li><li><code>1-10</code> - range of several positions</li></ul>Using combinations of these options is permitted. For example:<br/><code>1-5, 7-9, 13</code> - will be shown banner in one position from: 1, 2, 3, 4, 5, 7, 8, 9, 13";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.saturday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.sunday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.thursday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.tuesday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.url";"The link format with the indication of the controller is recommended (for example, products.view?product_id=12121)";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_ab__cb.form.wednesday";"Set the time of action of banner 'from' and 'to'.<br/>If start time didn't set, then it is equal 00:00<br/>If end time didn't set, then it is equal 23:59<br/>If both values didn't set then banner will be displayed from 00:00 to 23:59";"ar"
"tt_addons_ab__category_banners_views_ab__category_banners_update_image";"The image is output ""as is"", without cutting";"ar"
"tt_addons_ab__motivation_block_views_ab__motivation_block_update_image";"The image is displayed ""as is"" without scaling. Upload the prepared image of the necessary size, it is recommended to use size 24*24px";"ar"
"tt_addons_ab__video_gallery_hooks_products_tabs_content_post_ab__vg.form.replace_image";"Use the first video as the default image on the product page";"ar"
"tt_addons_newsletters_views_mailing_lists_update_from_email";"البريد الإلكتروني للمرسل.";"ar"
"tt_addons_newsletters_views_mailing_lists_update_from_name";"اسم المرسل (مثل اسم الشركة).";"ar"
"tt_addons_newsletters_views_mailing_lists_update_reply_to";"بريد إلكتروني لإرسال ردود على.";"ar"
"tt_addons_newsletters_views_newsletters_update_more_subjects";"إذا تم تحديد عدة مواضيع ، فسيتم اختيار موضوع البريد الإلكتروني عشوائيًا من هذه القائمة.";"ar"
"tt_addons_newsletters_views_newsletters_update_users";"إذا كان نص الرسالة يحتوي على رابط إلغاء الاشتراك ، فسيكون فارغًا لهؤلاء المستخدمين.";"ar"
"tt_addons_polls_hooks_pages_tabs_content_post_poll_results";"الرسالة التي يتم عرضها في المتجر بعد الانتهاء من الإستطلاع.";"ar"
"tt_addons_seo_views_seo_redirects_manage_seo.old_url";"على سبيل المثال ، إذا كان عنوان URL الخاص بك هو <b> http://example.com/path/to/object </b> ، فأنت بحاجة إلى إدخال <b> / path / to / object </b>";"ar"
"tt_addons_store_locator_views_store_locator_update_store_locator.main_destination";"تحدد أسعار الشحن لنقطة الالتقاط هذه. يتم تحديد الأسعار في صفحة تحرير طريقة الشحن. إذا لم تحدد منطقة سعر لنقطة الالتقاط ، فلن تظهر نقطة الالتقاط عند الخروج.";"ar"
"tt_addons_store_locator_views_store_locator_update_store_locator.show_to";"يسمح لك بتقديم نقطة الالتقاء هذه للمقيمين في مناطق الأسعار الأخرى عند اتمام الشراء.";"ar"
"tt_views_block_manager_update_block_override_by_this";"إذا قمت بحفظ الكتلة مع تحديد هذا الخيار, سيتم استبدال محتوى هذه الكتلة بالمحتوى الحالي في أي مكان تستخدم فيه في المتجر";"ar"
"tt_views_block_manager_update_block_width";"عرض الكتلة يعمل مع الكتل الموجودة ضمن مجموعات اتجاها أفقي فقط.";"ar"
"tt_views_block_manager_update_location_default";"يجب تحديد منطقة واحدة كافتراضية ليتم استخدام الحاويات العلوية والسفلية الخاصة بها في كل المناطق.";"ar"
"tt_views_block_manager_update_location_head_custom_html";"سيتم وضع هذا الرمز بين علامات &lt;head&gt;&lt;/head&gt; . استخدمها لتحديد العلامات الوصفية أو للإشارة إلى البرامج النصية أو الأنماط الخارجية.";"ar"
"tt_views_cart_components_carts_search_form_online_only";"لو مفعلة, نتائج البحث ستعرض الأعضاء المتصلين حالياً فقط.";"ar"
"tt_views_currencies_update_after_sum";"لو مفعلة, يتم إظهار رمز العملة بعد القيمة.";"ar"
"tt_views_currencies_update_decimals";"عدد الأرقام بعد العلامة العشرية.";"ar"
"tt_views_currencies_update_dec_sign";"فاصلة العلامة العشرية";"ar"
"tt_views_currencies_update_ths_sign";"فاصلة الآلاف";"ar"
"tt_views_database_manage_backup_data";"لو مفعلة, ملف النسخة الاحتياطية لقاعدة البيانات يتضمن البيانات الفعلية للجداول.";"ar"
"tt_views_database_manage_backup_schema";"لو مفعلة, ملف النسخة الاحتياطية يحتوي على بنية الجداول.";"ar"
"tt_views_exim_export_output";"""تحميل مباشر"" - لحفظ الملف على جهازكم, ""الشاشة"" - لعرض محتويات الملف, ""السيرفر"" - لحفظ الملف على السيرفر.";"ar"
"tt_views_languages_manage_language_code";"كود اللغة المكون من حرفين.";"ar"
"tt_views_languages_update_country";"سيتم استخدام علم هذه الدولة كأيقونة اللغة.";"ar"
"tt_views_orders_components_orders_search_form_customer_files";"لو مفعلة, نتائح البحث سوف تحتوي على الطلبات التي قام العملاء بتحميل فيها ملفاتهم الخاصة.";"ar"
"tt_views_pages_components_pages_link_page_target_url";"عنوان الرابط لإعادة توجيه العملاء إلى";"ar"
"tt_views_pages_components_pages_link_page_url";"رابط الصفحة الداخلية";"ar"
"tt_views_payments_update_surcharge_title";"اتركها فارغة لاستخدام 'ضريبة المبيعات' كعنوان";"ar"
"tt_views_payments_update_taxes";"لا يتم إحتساب الضريبة إذا كان الباعة يدفعوا ضريبة إضافية";"ar"
"tt_views_payments_update_template";"القالب المسئول عن إظهار الحقول التكميلية لطريقة الدفع.";"ar"
"tt_views_products_components_products_shipping_settings_free_shipping";"سيتم استبعاد المنتجات مع خيار الشحن المجاني من حساب الشحن إذا أسلوب الشحن لديك مفعل لخيار الشحن المجاني";"ar"
"tt_views_products_components_products_shipping_settings_items_in_box";"استخدم هذه الخانة لتعريف الحد الأدنى والأقصى لعناصر المنتج التي سيتم شحنها في صندوق منفصل. أدخل قيمة غير صفرية وحدد حجم الصندوق أدناه.";"ar"
"tt_views_products_components_products_shipping_settings_weight";"المنتجات التي لا يتم تحميلها مع وزن صفر يتم التعامل معها كأنها لديها وزن محتمل غير صفري";"ar"
"tt_views_products_update_categories";"Categories to be displayed in the navigation breadcrumbs.";"ar"
"tt_views_products_update_images";"الحد الأقصى لحجم ملفات الصور هو [file_size] ميغابايت.";"ar"
"tt_views_products_update_inventory";"تتبع كمية المنتج في المخزون. قم بتمكين خيار ""تمكين تتبع المخزون"" (إعدادات -> عام) للتعديل.";"ar"
"tt_views_products_update_list_price";"سعر بيع التجزئة المقترح من قبل المصنع.";"ar"
"tt_views_products_update_out_of_stock_actions";"يتيح خيار 'الشراء مقدمًا' للعملاء شراء المنتجات غير المتوفرة في المخزون والمنتجات التي ستكون متاحة منذ تاريخ محدد. يعمل 'الاشتراك في الإخطار' فقط عندما يكون المنتج به كمية صفرية أو سلبية.";"ar"
"tt_views_product_features_update_feature_display_on_catalog";"Show this feature on product list pages along with product description.";"ar"
"tt_views_product_features_update_feature_display_on_product";"لو مفعلة, مواصفة المنتج تعرض في صفحة تفاصيل المنتج في واجهة الزوار";"ar"
"tt_views_product_features_update_prefix";"الختم الذي يسبق مواصفة المنتج.";"ar"
"tt_views_product_features_update_suffix";"الختم الذي يتبع مواصفة المنتج.";"ar"
"tt_views_product_options_update_incorrect_filling_message";"الرسالة التي تظهر إذا كانت البيانات المدخلة غير صحيحة.";"ar"
"tt_views_product_options_update_inner_hint";"الملاحظة التي تشير إلى القيمة المدخلة.";"ar"
"tt_views_product_options_update_inventory";"لو مفعلة, يتم أخذ الخيار في الحسبان عند تشكيل مخزون المنتج.";"ar"
"tt_views_product_options_update_regexp";"الاختصارات تحل محل الأنماط للتطبيق.";"ar"
"tt_views_promotions_update_stop_other_rules";"لو مفعلة, العروض الأخرى لا يتم تطبيقها.";"ar"
"tt_views_sales_reports_table_time_interval";"فترات التحليل (يوم, أسبوع, شهر, سنة).";"ar"
"tt_views_sales_reports_update_table_dependence";"Parameter to sort values by. It should relate to the Value to display param (e.g. Product costs—Total cost or Number of products—Number of items).";"ar"
"tt_views_sales_reports_update_table_limit";"أقصى عدد لعناصر الرسم البياني.";"ar"
"tt_views_shippings_components_services_ups_ship_ups_pickup_type";"<p>Select ""Daily Pickup"" to calculate the delivery cost according to Daily Rates.</p><p>Select ""One Time Pickup"", ""Letter Center"", or ""Air Service Center"" to calculate the delivery cost according to Retail Rates.</p>";"ar"
"tt_views_shippings_update_delivery_time";"وقت التسليم تظهر بجوار اسم أسلوب الشحن. إذا كنت تستخدم الشحن حساب المعدل الحقيقي، قد توفر خدمة الشحن الخاص بك وقت التسليم الخاصة به. سيتم عرض الوقت المقدمة من دائرة النقل البحري بدلاً من الوقت الذي تحدده هنا.";"ar"
"tt_views_shippings_update_is_address_required";"إذا لم يكن العنوان مطلوبًا، فسوف تتعامل CS-Cart مع طريقة الشحن هذه على أنها ""استلام"".";"ar"
"tt_views_shippings_update_use_for_free_shipping";"استبعاد منتجات مع تمكين خيار الشحن مجاناً من حساب أسعار الشحن";"ar"
"tt_views_site_layout_logos_alt_text";"اتركها فارغة كي يتم استخدام اسم الشركة كنص بديل.";"ar"
"tt_views_storage_cdn_cname";"Domain name that you want to use instead of the CloudFront domain name for the URLs for your files. You also need to create a CNAME record with your DNS service to route queries to CloudFront host (it will be displayed on this page after you enter account information).";"ar"
"tt_views_storage_cdn_key";"معرف مفتاح الوصول إلى AWS. راجع <a href=""https://docs.aws.amazon.com/powershell/latest/userguide/pstools-appendix-sign-up.html"" target=""_blank"">https://docs.aws.amazon.com</a> لمعرفة كيفية الحصول على المفتاح والمفتاح السري.";"ar"
"tt_views_taxes_update_regnumber";"رقم تسجيل هذه الضريبة في المتجر.";"ar"
"turkish";"تركي";"ar"
"type";"النوع";"ar"
"type_comment";"اكتب التعليقات هنا";"ar"
"type_comments_here";"يمكنكم ترك تعليق هنا";"ar"
"type_to_create";"اكتب للإنشاء ...";"ar"
"type_to_search";"اكتب للبحث...";"ar"
"type_to_search_or_click_button";"اكتب للبحث ، أو انقر فوق الزر الموجود على اليمين للبحث المتقدم";"ar"
"uc_addon_package_files_do_not_match_schema";"Package contains files that were not described in schema or schema has links to missing files";"ar"
"uc_addon_package_forbidden_path";"Forbidden: Add-on tries to upgrade core files ([path])";"ar"
"uc_addon_package_languages_forbidden";"Package contains languages that were not described in schema or schema has links to missing languages files";"ar"
"uc_addon_package_migrations_forbidden";"Package contains migrations that were not described in schema or schema has links to missing migration files";"ar"
"uc_addon_package_pre_post_scripts_mismatch";"تحتوي الحزمة على البرامج النصية قبل/بعد أن لم توصف في مخطط أو مخطط له ارتباطات إلى الملفات المفقودة";"ar"
"uc_backup_info_subj";"مركز الترقية: تم إجراء نسخ احتياطي للمتجر وإغلاقه.";"ar"
"uc_broken_upgrade_connector";"Upgrade connector [connector_id] returned incorrect data";"ar"
"uc_connector_not_found";"Upgrade connector not found";"ar"
"uc_copy_files";"Copy files";"ar"
"uc_downloaded_and_ready";"Upgrade package has been downloaded and ready to install";"ar"
"uc_execute_validator";"Execute ""[validator]"" validator";"ar"
"uc_info_subj";"مركز الترقية: تم إغلاق المتجر.";"ar"
"uc_install_languages";"Install languages";"ar"
"uc_migration_failed";"حدث خطأ أثناء تحديث بنية قاعدة البيانات (الرجاء تطبيق نقل البيانات [migration]).";"ar"
"uc_ok";"حسناً";"ar"
"uc_open_store_email_body";"<p> قبل الترقية ، كان متجرك مغلقًا. تحقق مما إذا كان يعمل بشكل جيد بعد الترقية و <a href=""[settings_section]""> افتحه </a>. </p>";"ar"
"uc_package_schema_is_not_json";"Package schema is not a valid JSON";"ar"
"uc_package_schema_not_found";"Package content schema not found";"ar"
"uc_restore_email_body";"<p>قاعدة بيانات مخزن الخاصة بك والملفات قد تم احتياطياً قبل الترقية. ويشمل الأرشيف النسخ الاحتياطي قاعدة البيانات بأكملها، وكل الملفات ما عدا الصور. أرشيف النسخ الاحتياطي تم تخزينه على الملقم الخاص بك: [backup_file]-</p> <p>قبل الترقية، تم إغلاق المتجر الخاص بك. تحقق إذا كان يشغل غرامة بعد الترقية و <a href=""[settings_section]""> فتحه</a>-</p> <p>إذا حدث خطأ أثناء الترقية، انتقل إلى لوحة المشرف، <strong>الإدارة ← النسخ الاحتياطي/الاستعادة</strong>، واستعادة النسخ الاحتياطي-</p> <p>إذا كان لا يمكنك الوصول إلى لوحة المشرف الخاص بك، استخدم هذا الارتباط لاستعادة النسخ الاحتياطي الأخير: [restore_link]. هام: بعد هذا الارتباط فورا ستطلق عملية الاستعادة. استخدامها فقط إذا كان لا يمكنك الوصول إلى لوحة المشرف!</p>";"ar"
"uc_restore_email_subject";"مركز الترقية: تم إجراء نسخ احتياطي للمتجر وإغلاقه.";"ar"
"uc_run_migrations";"Run migrations";"ar"
"uc_searchanise_disabled";"تم تعطيل الإضافة Searchanise أثناء الترقية لتجنب نتائج البحث الخاطئة. يمكنكم إعادة تفعيلها في أي وقت من صفحة <a href=""[url]"">الإضافات</a>.";"ar"
"uc_title_validators";"Upgrade package validators";"ar"
"uc_unable_to_read_schema";"Unable to read package schema (schema.json)";"ar"
"uc_upgrade_progress";"Upgrade progress";"ar"
"uk_cookies_law";"Cookies are used on this site to provide the best user experience. If you continue, we assume that you agree to receive cookies from this site. <span class=""button button-wrap-left""><span class=""button button-wrap-right""><a rel=""nofollow"" href=""[url]"">OK</a></span></span>";"ar"
"ultimate_license";"[product] النهائي";"ar"
"ultimate_license_required";"[product] Ultimate مطلوب هذا الغرض";"ar"
"ultimate_or_storefront_license_required";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.b2b";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.b2b.new";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.b2b.ultimate";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.free";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.free_ru";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.new";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.ru";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.ru.new";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.ru.ultimate";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ultimate_or_storefront_license_required.ult.ultimate";"يتطلب هذا الإجراء [product] Ultimate";"ar"
"ult_shared_with";"مشترك مع:";"ar"
"ult_share_users_setting_disabled";"قيمة الخاصية لا يمكن تغييرها لأن معرف الإيميلات مسجل في متجركم.";"ar"
"unable_delete_storefront_orders_exists";"تعذر حذف واجهة المتجر هذه نظرًا لوجود طلبات تحتوي على منتجات واجهة المتجر هذه في قاعدة بيانات المتجر. لحذف واجهة المتجر ، يرجى حذف جميع هذه الطلبات أولاً.";"ar"
"unable_delete_vendor_orders_exists";"لا يمكن حذف هذا المتجر لأنه توجد طلبات تحتوي على منتجات هذه الشركة في قاعدة البيانات. لحذف الحساب, يرجى حذف كل الطلبات المرتبطة به أولاً.";"ar"
"unable_to_assign_usergroup";"لا يمكن تعيين مجموعة العضوية. يرجى الاتصال بالإدارة.";"ar"
"unable_to_check_license";"فشل فحص رقم الترخيص";"ar"
"unable_to_create_status";"تعذر إنشاء حالة جديدة";"ar"
"unable_to_delete_last_storefront";"يجب أن تظل واجهة واحدة على الأقل";"ar"
"unable_to_delete_setting_description";"لا يمكن حذف وصف الخيار: [reason]";"ar"
"unable_to_delete_setting_variant";"لا يمكن حذف تنوع الخاصية: [reason]";"ar"
"unable_to_read_resource";"لا يمكن قراءة الملف: [file]";"ar"
"unable_to_unpack_file";"لم نتمكن من فك الضغط عن الملف";"ar"
"unable_to_update_setting_description";"لا يمكن تخصيص الوصف: [reason]";"ar"
"unable_to_update_setting_value";"لا يمكن تخصيص القيمة: [reason]";"ar"
"ungroupped_features";"المواصفات الغير مصنفة";"ar"
"unidentified";"مجهولة الهوية";"ar"
"uninstall";"إلغاء التركيب";"ar"
"unique_html_block";"كتلة HTML فريدة";"ar"
"unit";"الوحدة";"ar"
"united_kingdom";"المملكة المتحدة";"ar"
"units_in_product";"الوحدات في المنتج";"ar"
"units_in_product_field_description";"مطلوب للحساب التلقائي لسعر الوحدة.";"ar"
"unit_name";"إسم الوحدة";"ar"
"unit_name_field_description";"على سبيل المثال ، ""ml"" أو ""g"" بدون علامات اقتباس.";"ar"
"unit_price";"سعر الوحدة";"ar"
"unknown";"غير معروف";"ar"
"unknown_server_response";"استجابة غير معروفة من السيرفر";"ar"
"unmark";"إلغاء الاختيار";"ar"
"unregistered_customer";"عميل غير مسجل";"ar"
"unregistered_customer_short";"غير مسجل";"ar"
"unselect_all";"إلغاء اختيار الكل";"ar"
"unset_tax_to_products";"حذف الضرائب المحددة من كل المنتجات";"ar"
"unsubscribe";"إلغاء الاشتراك";"ar"
"unsubscribe_key";"مفتاح إلغاء الاشتراك";"ar"
"unsubscribe_link";"رابط إلغاء الاشتراك";"ar"
"unsupported_browser_notice";"<p>لقد اكتشفنا أن المتصفح الذي تستخدمه لا تدعمه لوحة المشرف بشكل كامل. يمكنك عرض هذا الموقع باستخدام متصفحك الحالي ولكن قد لا يتم عرضه بشكل صحيح ، وقد لا تتمكن من استخدام جميع الميزات بشكل كامل.</p><br><p>من الأفضل عرض لوحة الإدارة باستخدام المتصفحات التالية:</p><br><ul><li>&ndash; <a href=""http://www.mozilla.org/en-US/"" target=""_blank"">Mozilla Firefox (latest version)</a></li><li>&ndash; <a href=""https://www.google.com/intl/en/chrome/browser/"" target=""_blank"">Google Chrome (latest version)</a></li><li>&ndash; <a href=""https://www.microsoft.com/en-us/edge"" target=""_blank"">Microsoft Edge (latest version)</a></li><li>&ndash; <a href=""https://www.apple.com/safari/"" target=""_blank"">Safari (latest version)</a></li></ul><br><p>انقر فوق أحد من الروابط لتنزيل المتصفح الذي تختاره. بمجرد اكتمال التنزيل ، قم بتثبيت المتصفح عن طريق تشغيل برنامج الإعداد.</p><br><p>إذا لم تتمكن من ترقية متصفحك الآن ، فلا يزال بإمكانك الوصول إلى لوحة المسؤول ، ولكن قد لا تتمكن من استخدام جميع الميزات.<br><br><a href=""[url]"">متابعة</a></p>";"ar"
"unverified";"لم يتم التحقق منه";"ar"
"up";"أعلى";"ar"
"update";"تحديث";"ar"
"updated_last";"محدث في الماضي";"ar"
"updates";"التحديثات";"ar"
"updates_subscription";"الاشتراك في التحديثات والعروض الترويجية";"ar"
"update_categories";"تحديث الفئات";"ar"
"update_current_layout";"تحديث التخطيط الحالي";"ar"
"update_customer_info";"تحديث بيانات العميل";"ar"
"update_datafeed";"تحرير مغذي البيانات";"ar"
"update_existing_products_only";"تحديث المنتجات الموجودة فقط";"ar"
"update_existing_products_only_tooltip";"إذا قمت بتمكين هذا الإعداد ، فسيتم تخطي المنتجات غير الموجودة في قاعدة بيانات متجرك أثناء الاستيراد.";"ar"
"update_for_all_act";"سيتم حفظ القيمة الجديدة لكل المتاجر المشتركة. انقر لحفظها لصاحب المتجر فقط.";"ar"
"update_for_all_dis";"سيتم حفظ القيمة الجديدة لصاحب المتجر فقط. انقر لحفظها لكل المتاجر المشتركة.";"ar"
"update_for_all_hid_act";"انقر لإلغاء تحديث الخانة.";"ar"
"update_for_all_hid_dis";"انقر لإدخال قيمة خانة جديدة لتحديثها في كل المتاجر عند حفظ العنصر.";"ar"
"update_group";"تحديث المجموعة";"ar"
"update_period_expired";"<p class=""text-error"">Your upgrade subscription has expired, so this software upgrade cannot be installed. You can prolongate your subscription in the <a href=""[url]"">Customer Help Desk</a>.</p><p>Please note that it is not mandatory: you can continue using this software with no limitation even without an upgrade subscription.</p>";"ar"
"update_products";"تحديث المنتجات";"ar"
"update_profile";"تحديث البروفايل";"ar"
"update_profile_notification";"تم تحديث معلومات ملفكم الشخصي بنجاح";"ar"
"update_profile_notification_header";"تم تحديث ملفك الشخصي";"ar"
"update_status";"تحديث الحالة";"ar"
"update_text";"تحديث العبارة";"ar"
"update_totals_and_inventory";"تحديث المجاميع والمخزون";"ar"
"update_translation";"Update translations";"ar"
"updating";"تحديث";"ar"
"updating_links";"تحديث الروابط";"ar"
"upgrade";"الترقية";"ar"
"upgraded_on";"ترقية";"ar"
"upgrades";"ترقيات ([n])";"ar"
"upgrade_and_update_addon";"قم بترقية [product] وقم بترقية الوظيفة الإضافية";"ar"
"upgrade_center";"مركز الترقية";"ar"
"upgrade_center.apply_migration_failed";"<p>Please restore the pre-upgrade backup manually or via a link sent to your email address, then contact our technical support.</p><br><p>Tech details: Couldn't complete migration [migration]. Reason: [error].</p><p>Completed migrations: [processed_count] out of [total_count].</p>";"ar"
